periodo,disciplina,situacaoDisciplina
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,CANCELADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,CANCELADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,CANCELADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,APROVADO
1,TGA,REPROVADO
1,TGA,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,CANCELADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,APROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,REPROVADO
2,Programacao_Estruturada,MATRICULADO
