periodo,disciplina,situacaoDisciplina
2,Sistemas_Operacionais,CANCELADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,CANCELADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,CANCELADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,CANCELADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,REPROVADO
2,Sistemas_Operacionais,APROVADO
2,Sistemas_Operacionais,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,CANCELADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,CANCELADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,REPROVADO
2,Arquitetura_Organizacao,APROVADO
2,Arquitetura_Organizacao,REPROVADO
