periodo,disciplina,situacaoDisciplina,data
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-02-04
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,REPROVADO,2014-07-28
1,Lingua_Portuguesa,REPROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,REPROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,REPROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,APROVADO,2014-07-28
1,Lingua_Portuguesa,CANCELADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-02-02
1,Lingua_Portuguesa,CANCELADO,2015-02-02
1,Lingua_Portuguesa,APROVADO,2015-02-02
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,CANCELADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,REPROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2015-07-28
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,CANCELADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,REPROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-03-15
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,APROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2016-08-22
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,CANCELADO,2017-04-03
1,Lingua_Portuguesa,APROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,REPROVADO,2017-04-03
1,Lingua_Portuguesa,MATRICULADO,2018-03-05
1,Lingua_Portuguesa,MATRICULADO,2018-03-05
1,Lingua_Portuguesa,MATRICULADO,2018-03-05
1,Lingua_Portuguesa,MATRICULADO,2018-03-05
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,REPROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,REPROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,REPROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,REPROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,REPROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,REPROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2010-02-22
1,Fundamentos_Computacao,REPROVADO,2009-08-03
1,Fundamentos_Computacao,REPROVADO,2010-02-22
1,Fundamentos_Computacao,REPROVADO,2010-08-02
1,Fundamentos_Computacao,APROVADO,2011-02-14
1,Fundamentos_Computacao,APROVADO,2011-02-14
1,Fundamentos_Computacao,APROVADO,2011-02-14
1,Fundamentos_Computacao,APROVADO,2011-02-14
1,Fundamentos_Computacao,REPROVADO,2011-02-14
1,Fundamentos_Computacao,APROVADO,2011-02-14
1,Fundamentos_Computacao,APROVADO,2009-08-03
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,REPROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2011-08-01
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,REPROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2012-03-26
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,REPROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,REPROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,REPROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,REPROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,REPROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-02-18
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,REPROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,REPROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,REPROVADO,2013-08-01
1,Fundamentos_Computacao,REPROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,REPROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2013-08-01
1,Fundamentos_Computacao,REPROVADO,2013-08-01
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-02-04
1,Fundamentos_Computacao,APROVADO,2014-02-04
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,APROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,REPROVADO,2014-07-28
1,Fundamentos_Computacao,CANCELADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,CANCELADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,REPROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-02-02
1,Fundamentos_Computacao,APROVADO,2015-07-28
1,Fundamentos_Computacao,REPROVADO,2015-07-28
1,Fundamentos_Computacao,REPROVADO,2015-07-28
1,Fundamentos_Computacao,APROVADO,2015-07-28
1,Fundamentos_Computacao,REPROVADO,2015-07-28
1,Fundamentos_Computacao,REPROVADO,2015-07-28
1,Fundamentos_Computacao,APROVADO,2015-07-28
1,Fundamentos_Computacao,REPROVADO,2015-07-28
1,Fundamentos_Computacao,REPROVADO,2015-07-28
