periodo,disciplina,situacaoDisciplina,data
1,Algoritmo,APROVADO,2007-08-01
1,Algoritmo,REPROVADO,2007-08-01
1,Algoritmo,REPROVADO,2007-08-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,REPROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,REPROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,REPROVADO,2008-02-01
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,REPROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2008-08-04
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,APROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2007-08-01
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,REPROVADO,2009-02-09
1,Algoritmo,REPROVADO,2008-02-01
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2007-08-01
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,APROVADO,2008-02-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,APROVADO,2009-08-03
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,APROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2010-08-02
1,Algoritmo,REPROVADO,2009-08-03
1,Algoritmo,REPROVADO,2010-02-22
1,Algoritmo,REPROVADO,2010-08-02
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,REPROVADO,2011-02-14
1,Algoritmo,REPROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,REPROVADO,2011-02-14
1,Algoritmo,REPROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,REPROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-02-14
1,Algoritmo,REPROVADO,2011-02-14
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,REPROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,REPROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2011-08-01
1,Algoritmo,APROVADO,2011-08-01
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-03-26
1,Algoritmo,APROVADO,2012-03-26
1,Algoritmo,REPROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,REPROVADO,2012-08-13
1,Algoritmo,REPROVADO,2012-08-13
1,Algoritmo,APROVADO,2012-08-13
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,REPROVADO,2012-08-13
1,Algoritmo,REPROVADO,2013-02-18
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,APROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,REPROVADO,2013-08-01
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,CANCELADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-02-04
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,APROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,REPROVADO,2014-07-28
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,CANCELADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-02-02
1,Algoritmo,APROVADO,2015-02-02
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,CANCELADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,REPROVADO,2015-07-28
1,Algoritmo,APROVADO,2015-07-28
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,CANCELADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,CANCELADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,CANCELADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,CANCELADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,APROVADO,2016-03-15
1,Algoritmo,REPROVADO,2016-03-15
