disciplina,situacaoDisciplina
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,CANCELADO
Fundamentos_Sistemas_Informacao,CANCELADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,CANCELADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,APROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,REPROVADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Fundamentos_Sistemas_Informacao,MATRICULADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,CANCELADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,CANCELADO
Programacao_Web_I,APROVADO
Programacao_Web_I,CANCELADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,REPROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,APROVADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Web_I,MATRICULADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,CANCELADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,DISPENSADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,REPROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,APROVADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Programacao_Orientada_Objeto,MATRICULADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,CANCELADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,CANCELADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,CANCELADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,CANCELADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,CANCELADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,REPROVADO
Banco_Dados_II,APROVADO
Banco_Dados_II,APROVADO
